wave_year,country,region,age,gender,urban,own_ed_level,parent_ed_level,own_years_schooling,parent_years_schooling,father_ed_level,mother_ed_level,father_years_schooling,mother_years_schooling,sample_weight,hh_income_proxy,migration_exposure,multigenerational_hh,cohort
2022,Uzbekistan,Samarkand region,36,female,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,8532.890704845307,2000000,0,0,35-44
2022,Uzbekistan,Samarkand region,30,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,10893.71023020406,NA,0,0,25-34
2022,Uzbekistan,Samarkand region,27,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,10893.71023020406,50000000,0,0,25-34
2022,Uzbekistan,Samarkand region,28,female,0,tertiary,NA,16,NA,NA,NA,NA,NA,4266.445352422654,NA,0,0,25-34
2022,Uzbekistan,Samarkand region,28,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,4266.445352422654,NA,0,0,25-34
2022,Uzbekistan,Samarkand region,30,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,8532.890704845307,NA,0,0,25-34
2022,Uzbekistan,Samarkand region,30,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,4266.445352422654,NA,0,0,25-34
2022,Uzbekistan,Samarkand region,28,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,8532.890704845307,NA,0,0,25-34
2022,Uzbekistan,Samarkand region,25,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,4266.445352422654,NA,0,0,25-34
2022,Uzbekistan,Samarkand region,31,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,4266.445352422654,NA,0,0,25-34
2022,Uzbekistan,Samarkand region,26,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,4266.445352422655,NA,0,0,25-34
2022,Uzbekistan,Samarkand region,36,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,10893.71023020406,NA,0,0,35-44
2022,Uzbekistan,Samarkand region,27,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,5446.855115102032,NA,0,0,25-34
2022,Uzbekistan,Samarkand region,35,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,4266.445352422655,NA,0,0,35-44
2022,Uzbekistan,Samarkand region,37,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,4266.445352422655,NA,0,0,35-44
2022,Uzbekistan,Samarkand region,32,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,4266.445352422655,NA,0,0,25-34
2022,Uzbekistan,Samarkand region,40,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,3540.397321057878,NA,0,0,35-44
2022,Uzbekistan,Samarkand region,31,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,5446.855115102032,NA,0,0,25-34
2022,Uzbekistan,Samarkand region,28,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,4266.445352422655,NA,NA,0,25-34
2022,Uzbekistan,Samarkand region,31,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,11814.77174517043,5000000,0,0,25-34
2022,Uzbekistan,Samarkand region,42,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,32680.59065591887,3300000,0,0,35-44
2022,Uzbekistan,Samarkand region,48,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,52743.87549288979,3000000,0,0,45-54
2022,Uzbekistan,Samarkand region,31,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,39382.57248390142,2000000,0,0,25-34
2022,Uzbekistan,Samarkand region,25,male,0,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,30167.1975605651,3000000,1,0,25-34
2022,Uzbekistan,Samarkand region,25,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,78765.14496780284,2000000,0,1,25-34
2022,Uzbekistan,Samarkand region,35,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,78765.14496780284,3000000,0,0,35-44
2022,Uzbekistan,Samarkand region,28,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,40222.93008075346,3500000,0,0,25-34
2022,Uzbekistan,Samarkand region,28,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,31506.05798712113,2500000,0,0,25-34
2022,Uzbekistan,Samarkand region,34,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,15753.02899356057,4000000,0,0,25-34
2022,Uzbekistan,Samarkand region,55,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,32680.59065591887,2500000,0,0,55-64
2022,Uzbekistan,Samarkand region,37,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,50278.66260094183,2000000,0,0,35-44
2022,Uzbekistan,Samarkand region,41,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,32680.59065591887,3500000,0,0,35-44
2022,Uzbekistan,Samarkand region,35,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,11814.77174517043,2000000,0,0,35-44
2022,Uzbekistan,Samarkand region,63,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,65929.84436611224,3000000,0,1,55-64
2022,Uzbekistan,Samarkand region,39,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,4607.161379268544,6000000,0,0,35-44
2022,Uzbekistan,Samarkand region,38,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,9214.322758537088,9000000,1,0,35-44
2022,Uzbekistan,Samarkand region,25,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,11763.67605904983,2000000,0,0,25-34
2022,Uzbekistan,Samarkand region,39,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,9214.322758537088,7000000,0,0,35-44
2022,Uzbekistan,Samarkand region,51,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,3823.131543354128,5000000,0,0,45-54
2022,Uzbekistan,Samarkand region,38,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,4607.161379268544,6000000,0,0,35-44
2022,Uzbekistan,Samarkand region,39,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,lower_secondary,11,9,11763.67605904983,3000000,0,0,35-44
2022,Uzbekistan,Samarkand region,45,female,1,upper_secondary,tertiary,11,16,tertiary,tertiary,16,16,3823.131543354128,NA,0,0,45-54
2022,Uzbekistan,Samarkand region,50,female,1,upper_secondary,upper_secondary,11,11,upper_secondary,lower_secondary,11,9,3823.131543354128,2000000,0,0,45-54
2022,Uzbekistan,Samarkand region,54,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,10283.71734151878,8000000,0,0,45-54
2022,Uzbekistan,Samarkand region,50,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,20567.43468303756,10000000,0,0,45-54
2022,Uzbekistan,Samarkand region,35,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,9214.322758537088,10000000,0,1,35-44
2022,Uzbekistan,Samarkand region,53,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,3823.131543354128,4000000,0,0,45-54
2022,Uzbekistan,Samarkand region,35,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,9214.322758537088,10000000,0,0,35-44
2022,Uzbekistan,Samarkand region,58,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,3823.131543354128,1600000,0,0,55-64
2022,Uzbekistan,Samarkand region,39,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,9214.322758537088,5000000,0,0,35-44
2022,Uzbekistan,Samarkand region,32,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,16464.22421594555,10000000,0,1,25-34
2022,Uzbekistan,Samarkand region,25,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,21952.29895459407,10000000,0,0,25-34
2022,Uzbekistan,Samarkand region,34,female,1,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,10976.14947729704,4500000,0,0,25-34
2022,Uzbekistan,Samarkand region,47,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,24500.03579876825,8000000,0,0,45-54
2022,Uzbekistan,Samarkand region,35,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,10976.14947729704,6000000,0,0,35-44
2022,Uzbekistan,Samarkand region,26,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,21952.29895459407,5500000,0,1,25-34
2022,Uzbekistan,Samarkand region,47,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,13662.40288870232,4500000,0,0,45-54
2022,Uzbekistan,Samarkand region,46,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,18375.02684907619,10000000,0,0,45-54
2022,Uzbekistan,Samarkand region,35,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,21019.42869979266,12000000,0,0,35-44
2022,Uzbekistan,Samarkand region,30,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,16464.22421594555,4000000,0,1,25-34
2022,Uzbekistan,Samarkand region,45,female,1,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,13662.40288870232,6500000,0,1,45-54
2022,Uzbekistan,Samarkand region,27,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,21952.29895459407,5800000,0,1,25-34
2022,Uzbekistan,Samarkand region,27,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,10976.14947729704,10000000,0,0,25-34
2022,Uzbekistan,Samarkand region,28,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,14012.95246652844,6000000,0,0,25-34
2022,Uzbekistan,Samarkand region,54,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,12250.01789938413,3500000,0,0,45-54
2022,Uzbekistan,Sirdarya region,36,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,9083.719441468662,NA,0,0,35-44
2022,Uzbekistan,Sirdarya region,45,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,13517.27531057364,NA,0,0,45-54
2022,Uzbekistan,Sirdarya region,45,male,0,tertiary,NA,16,NA,NA,NA,NA,NA,3388.083717230537,4000000,0,0,45-54
2022,Uzbekistan,Sirdarya region,41,male,0,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,9,9,20275.91296586045,6000000,0,0,35-44
2022,Uzbekistan,Sirdarya region,50,female,0,tertiary,tertiary,16,16,tertiary,lower_secondary,16,9,10050.51381788052,NA,0,0,45-54
2022,Uzbekistan,Sirdarya region,25,male,0,tertiary,NA,16,NA,NA,NA,NA,NA,3865.64611496547,5000000,0,0,25-34
2022,Uzbekistan,Sirdarya region,39,female,0,tertiary,NA,16,NA,NA,NA,NA,NA,9083.719441468662,NA,0,0,35-44
2022,Uzbekistan,Sirdarya region,27,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,9083.719441468662,NA,0,0,25-34
2022,Uzbekistan,Sirdarya region,32,male,0,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,7731.29222993094,5000000,0,0,25-34
2022,Uzbekistan,Tashkent city,34,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,17962.20891943249,10000000,0,0,25-34
2022,Uzbekistan,Tashkent city,61,male,1,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,5011.716112983164,5000000,0,0,55-64
2022,Uzbekistan,Tashkent city,41,female,1,tertiary,tertiary,16,16,upper_secondary,tertiary,11,16,7452.733023116059,10000000,0,0,35-44
2022,Uzbekistan,Tashkent city,48,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,11179.09953467409,4000000,0,0,45-54
2022,Uzbekistan,Tashkent city,40,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,3726.366511558029,15000000,0,0,35-44
2022,Uzbekistan,Tashkent city,43,male,1,tertiary,tertiary,16,16,upper_secondary,tertiary,11,16,15035.1483389495,NA,0,0,35-44
2022,Uzbekistan,Tashkent city,50,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,14905.46604623212,11000000,0,0,45-54
2022,Uzbekistan,Tashkent city,50,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,40093.72890386531,12000000,0,0,45-54
2022,Uzbekistan,Tashkent city,37,female,1,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,44905.52229858123,6000000,0,0,35-44
2022,Uzbekistan,Tashkent city,33,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,11465.93257965746,10000000,0,0,25-34
2022,Uzbekistan,Tashkent city,45,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,14905.46604623212,4000000,0,0,45-54
2022,Uzbekistan,Tashkent city,31,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,67358.28344787184,10000000,0,1,25-34
2022,Uzbekistan,Tashkent city,28,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,8981.104459716244,5500000,0,0,25-34
2022,Uzbekistan,Tashkent city,43,female,1,lower_secondary,tertiary,9,16,tertiary,tertiary,16,16,3726.366511558029,NA,0,0,35-44
2022,Uzbekistan,Tashkent city,38,male,1,tertiary,tertiary,16,16,NA,tertiary,NA,16,11465.93257965746,NA,0,0,35-44
2022,Uzbekistan,Tashkent city,40,female,1,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,4322.585153407314,9000000,0,0,35-44
2022,Uzbekistan,Tashkent city,25,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,5209.040586635422,NA,0,0,25-34
2022,Uzbekistan,Tashkent city,59,female,1,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,4322.585153407314,NA,0,0,55-64
2022,Uzbekistan,Tashkent city,37,female,1,tertiary,tertiary,16,16,upper_secondary,tertiary,11,16,10418.08117327084,NA,0,0,35-44
2022,Uzbekistan,Tashkent city,31,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,10418.08117327084,NA,0,0,25-34
2022,Uzbekistan,Tashkent city,50,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,4322.585153407314,5000000,0,0,45-54
2022,Uzbekistan,Tashkent city,45,female,1,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,8645.170306814629,7000000,0,0,45-54
2022,Uzbekistan,Tashkent city,38,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,5209.040586635422,5000000,0,0,35-44
2022,Uzbekistan,Tashkent city,26,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,10418.08117327084,NA,0,0,25-34
2022,Uzbekistan,Tashkent city,27,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,6650.240896201331,NA,0,0,25-34
2022,Uzbekistan,Tashkent city,33,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,10418.08117327084,2000000,0,0,25-34
2022,Uzbekistan,Tashkent city,50,male,1,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,5813.590691060471,NA,0,0,45-54
2022,Uzbekistan,Tashkent city,38,female,1,tertiary,tertiary,16,16,tertiary,no_formal,16,0,5209.040586635422,1500000,0,0,35-44
2022,Uzbekistan,Tashkent city,30,female,1,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,10418.08117327084,NA,0,0,25-34
2022,Uzbekistan,Tashkent city,35,female,1,tertiary,tertiary,16,16,upper_secondary,tertiary,11,16,10418.08117327084,NA,0,0,35-44
2022,Uzbekistan,Tashkent city,48,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,4002.393660562328,5000000,0,0,45-54
2022,Uzbekistan,Tashkent city,35,female,1,upper_secondary,tertiary,11,16,tertiary,tertiary,16,16,9646.371456732262,3000000,0,1,35-44
2022,Uzbekistan,Tashkent city,33,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,9646.371456732262,500000,0,0,25-34
2022,Uzbekistan,Tashkent city,42,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,4002.393660562328,5000000,0,0,35-44
2022,Uzbekistan,Tashkent city,31,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,24630.5218377827,10000000,0,0,25-34
2022,Uzbekistan,Tashkent city,53,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,4002.393660562328,5000000,0,0,45-54
2022,Uzbekistan,Tashkent city,42,female,1,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,4002.393660562328,NA,0,0,35-44
2022,Uzbekistan,Tashkent city,25,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,6157.630459445675,6000000,0,0,25-34
2022,Uzbekistan,Tashkent city,29,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,4823.185728366131,7500000,0,0,25-34
2022,Uzbekistan,Tashkent city,42,female,1,upper_secondary,lower_secondary,11,9,NA,lower_secondary,NA,9,12007.18098168698,3000000,0,0,35-44
2022,Uzbekistan,Tashkent city,27,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,9646.371456732262,6000000,0,0,25-34
2022,Uzbekistan,Tashkent city,25,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,55418.67413501108,NA,1,0,25-34
2022,Uzbekistan,Tashkent city,54,female,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,32019.14928449862,10000000,0,0,45-54
2022,Uzbekistan,Tashkent city,31,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,14469.55718509839,10000000,0,0,25-34
2022,Uzbekistan,Tashkent city,40,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,8004.787321124655,15000000,0,0,35-44
2022,Uzbekistan,Tashkent city,25,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,6157.630459445675,10000000,0,0,25-34
2022,Uzbekistan,Tashkent city,45,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,4002.393660562328,3000000,0,0,45-54
2022,Uzbekistan,Tashkent city,34,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,15114.18385500303,NA,0,0,25-34
2022,Uzbekistan,Tashkent city,28,female,1,tertiary,NA,16,NA,NA,NA,NA,NA,11838.7286059896,NA,0,0,25-34
2022,Uzbekistan,Tashkent city,43,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,9824.057166834808,8000000,0,0,35-44
2022,Uzbekistan,Tashkent city,31,female,1,tertiary,NA,16,NA,NA,NA,NA,NA,5919.364302994798,NA,0,0,25-34
2022,Uzbekistan,Tashkent city,50,female,1,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,19648.11433366962,NA,0,0,45-54
2022,Uzbekistan,Tashkent city,25,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,5919.364302994798,8000000,0,0,25-34
2022,Uzbekistan,Tashkent city,39,female,1,tertiary,NA,16,NA,NA,NA,NA,NA,5919.364302994798,NA,0,0,35-44
2022,Uzbekistan,Tashkent city,45,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,52850.82446418611,8000000,0,0,45-54
2022,Uzbekistan,Tashkent city,40,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,4912.028583417404,NA,0,0,35-44
2022,Uzbekistan,Tashkent city,32,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,11838.7286059896,8000000,0,0,25-34
2022,Uzbekistan,Tashkent city,39,female,1,tertiary,tertiary,16,16,upper_secondary,tertiary,11,16,5919.364302994798,3000000,0,0,35-44
2022,Uzbekistan,Tashkent city,25,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,7557.091927501513,10000000,0,0,25-34
2022,Uzbekistan,Tashkent city,35,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,45342.55156500907,12000000,0,0,35-44
2022,Uzbekistan,Tashkent city,26,female,1,tertiary,NA,16,NA,NA,NA,NA,NA,11838.7286059896,NA,0,0,25-34
2022,Uzbekistan,Tashkent city,27,female,1,tertiary,NA,16,NA,NA,NA,NA,NA,17758.0929089844,NA,0,1,25-34
2022,Uzbekistan,Tashkent region,26,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,81131.23696286367,NA,0,0,25-34
2022,Uzbekistan,Tashkent region,63,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,17368.22892552461,8000000,0,0,55-64
2022,Uzbekistan,Tashkent region,56,male,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,23359.11738419895,5000000,0,0,55-64
2022,Uzbekistan,Tashkent region,32,male,0,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,17813.86249137888,6500000,0,0,25-34
2022,Uzbekistan,Tashkent region,30,male,0,tertiary,tertiary,16,16,upper_secondary,tertiary,11,16,35627.72498275776,1000000,0,0,25-34
2022,Uzbekistan,Tashkent region,30,male,0,upper_secondary,tertiary,11,16,upper_secondary,tertiary,11,16,35627.72498275776,9000000,0,0,25-34
2022,Uzbekistan,Tashkent region,42,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,34736.45785104923,5000000,0,0,35-44
2022,Uzbekistan,Tashkent region,46,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,17368.22892552461,NA,0,0,45-54
2022,Uzbekistan,Tashkent region,35,female,0,upper_secondary,tertiary,11,16,tertiary,upper_secondary,16,11,13953.34908474355,3000000,0,0,35-44
2022,Uzbekistan,Tashkent region,25,female,0,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,20930.02362711532,6000000,0,0,25-34
2022,Uzbekistan,Tashkent region,30,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,35627.72498275776,12000000,0,0,25-34
2022,Uzbekistan,Tashkent region,40,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,52104.68677657384,500000,0,0,35-44
2022,Uzbekistan,Tashkent region,36,female,0,upper_secondary,tertiary,11,16,tertiary,tertiary,16,16,27906.6981694871,8000000,0,1,35-44
2022,Uzbekistan,Tashkent region,27,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,20930.02362711532,4000000,0,0,25-34
2022,Uzbekistan,Tashkent region,29,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,17813.86249137888,4000000,0,0,25-34
2022,Uzbekistan,Tashkent region,55,female,0,upper_secondary,NA,11,NA,NA,NA,NA,NA,5789.409641841538,3000000,0,0,55-64
2022,Uzbekistan,Tashkent region,30,male,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,8906.93124568944,3000000,1,0,25-34
2022,Uzbekistan,Tashkent region,32,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,8906.93124568944,3000000,0,0,25-34
2022,Uzbekistan,Tashkent region,35,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,6976.674542371776,4000000,0,0,35-44
2022,Uzbekistan,Tashkent region,27,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,6976.674542371776,3000000,0,0,25-34
2022,Uzbekistan,Tashkent region,43,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,5789.409641841538,7000000,0,0,35-44
2022,Uzbekistan,Tashkent region,44,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,5789.409641841538,4000000,0,0,35-44
2022,Uzbekistan,Tashkent region,30,male,0,upper_secondary,NA,11,NA,NA,NA,NA,NA,8906.93124568944,3000000,0,0,25-34
2022,Uzbekistan,Tashkent region,37,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,6976.674542371776,2000000,0,0,35-44
2022,Uzbekistan,Tashkent region,43,male,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,77863.72461399654,13000000,0,0,35-44
2022,Uzbekistan,Tashkent region,40,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,17368.22892552462,5000000,0,0,35-44
2022,Uzbekistan,Tashkent region,29,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,6976.674542371776,4000000,0,0,25-34
2022,Uzbekistan,Tashkent region,37,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,6976.674542371776,5000000,0,0,35-44
2022,Uzbekistan,Tashkent region,31,male,0,upper_secondary,tertiary,11,16,upper_secondary,tertiary,11,16,8906.93124568944,3000000,0,0,25-34
2022,Uzbekistan,Tashkent region,32,female,0,tertiary,tertiary,16,16,upper_secondary,tertiary,11,16,6976.674542371776,NA,0,0,25-34
2022,Uzbekistan,Tashkent region,31,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,8906.93124568944,5500000,0,0,25-34
2022,Uzbekistan,Tashkent region,39,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,17813.86249137888,3500000,NA,0,35-44
2022,Uzbekistan,Tashkent region,38,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,17813.86249137888,3500000,1,0,35-44
2022,Uzbekistan,Tashkent region,33,female,0,upper_secondary,tertiary,11,16,tertiary,tertiary,16,16,55813.39633897421,4000000,0,0,25-34
2022,Uzbekistan,Tashkent region,29,female,1,lower_secondary,upper_secondary,9,11,upper_secondary,upper_secondary,11,11,36283.00001174287,NA,0,0,25-34
2022,Uzbekistan,Tashkent region,32,male,1,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,46321.52245732801,NA,0,0,25-34
2022,Uzbekistan,Tashkent region,40,male,1,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,15185.22275866881,NA,0,0,35-44
2022,Uzbekistan,Tashkent region,29,male,1,tertiary,tertiary,16,16,tertiary,lower_secondary,16,9,17370.570921498,NA,0,0,25-34
2022,Uzbekistan,Tashkent region,30,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,23160.761228664,1500000,0,0,25-34
2022,Uzbekistan,Tashkent region,31,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,17370.570921498,3000000,0,0,25-34
2022,Uzbekistan,Tashkent region,34,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,57901.90307166,NA,0,0,25-34
2022,Uzbekistan,Tashkent region,29,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,54424.50001761431,1000000,0,1,25-34
2022,Uzbekistan,Tashkent region,45,female,1,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,7527.123016387339,NA,0,0,45-54
2022,Uzbekistan,Tashkent region,32,male,1,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,5790.190307166001,4500000,0,0,25-34
2022,Uzbekistan,Tashkent region,27,male,1,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,5790.190307166001,4500000,0,0,25-34
2022,Uzbekistan,Tashkent region,26,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,27212.25000880715,NA,0,0,25-34
2022,Uzbekistan,Tashkent region,35,female,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,13606.12500440358,NA,0,0,35-44
2022,Uzbekistan,Tashkent region,58,female,1,lower_secondary,no_formal,9,0,no_formal,no_formal,0,0,75271.23016387338,NA,0,1,55-64
2022,Uzbekistan,Tashkent region,25,female,1,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,36283.00001174287,NA,0,0,25-34
2022,Uzbekistan,Tashkent region,56,male,1,upper_secondary,tertiary,11,16,tertiary,tertiary,16,16,81131.23696286367,NA,0,0,55-64
2022,Uzbekistan,Tashkent region,30,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,30761.67392299939,NA,0,0,25-34
2022,Uzbekistan,Tashkent region,25,female,1,tertiary,tertiary,16,16,upper_secondary,tertiary,11,16,30761.67392299939,NA,0,0,25-34
2022,Uzbekistan,Tashkent region,27,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,13090.86504228835,4000000,0,0,25-34
2022,Uzbekistan,Tashkent region,41,female,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,34035.68668279492,NA,0,0,35-44
