module_c_row_id,wave_year,region,urban,weight_valid,child_module_eligibility_observed,child_enrolled_pre_covid,mechanism_sample_eligible,parent_schooling_observed,mechanism_parent_non_missing,parent_years_schooling,parent_low_edu,m1_switched_online_included,m2_school_closed_no_online_included,m3_education_stopped_covid_included,m4_any_remote_challenge_included
400,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
401,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
402,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
403,2022,Samarkand region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
404,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
405,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
406,2022,Samarkand region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
407,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
408,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
409,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
410,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
411,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,10,1,FALSE,FALSE,FALSE,FALSE
412,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
413,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,10,1,FALSE,FALSE,FALSE,FALSE
414,2022,Samarkand region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
415,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
416,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
417,2022,Samarkand region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
418,2022,Samarkand region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
419,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
420,2022,Samarkand region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
421,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
422,2022,Samarkand region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
423,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
424,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
425,2022,Samarkand region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
426,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
427,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
428,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
429,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
430,2022,Samarkand region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
431,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
432,2022,Samarkand region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
433,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
434,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
435,2022,Samarkand region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
436,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
437,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
438,2022,Samarkand region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
439,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
440,2022,Samarkand region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
441,2022,Samarkand region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
442,2022,Sirdarya region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
443,2022,Sirdarya region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
444,2022,Sirdarya region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
445,2022,Sirdarya region,0,TRUE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
446,2022,Sirdarya region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
447,2022,Sirdarya region,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,1,TRUE,TRUE,TRUE,TRUE
448,2022,Sirdarya region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
449,2022,Sirdarya region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
450,2022,Sirdarya region,0,TRUE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
451,2022,Sirdarya region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,12.5,1,FALSE,FALSE,FALSE,FALSE
452,2022,Sirdarya region,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
453,2022,Sirdarya region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
454,2022,Sirdarya region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
455,2022,Sirdarya region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
456,2022,Sirdarya region,0,TRUE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
457,2022,Sirdarya region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
458,2022,Sirdarya region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
459,2022,Sirdarya region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
460,2022,Sirdarya region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
461,2022,Sirdarya region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
462,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
463,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
464,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13.5,1,TRUE,TRUE,TRUE,TRUE
465,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
466,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
467,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
468,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13.5,1,TRUE,TRUE,TRUE,TRUE
469,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
470,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,9,1,FALSE,FALSE,FALSE,FALSE
471,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
472,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
473,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
474,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13.5,1,TRUE,TRUE,TRUE,TRUE
475,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
476,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
477,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
478,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
479,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
480,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
481,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
482,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,9,1,FALSE,FALSE,FALSE,FALSE
483,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13.5,1,TRUE,TRUE,TRUE,TRUE
484,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
485,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
486,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
487,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
488,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
489,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
490,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
491,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
492,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
493,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
494,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
495,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
496,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
497,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,1,TRUE,TRUE,TRUE,TRUE
498,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,1,TRUE,TRUE,TRUE,TRUE
499,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
500,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
501,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
502,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
503,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
504,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
505,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
506,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
507,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
508,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
509,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
510,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
511,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,1,TRUE,TRUE,TRUE,TRUE
512,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
513,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
514,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,9,1,FALSE,FALSE,FALSE,FALSE
515,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
516,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
517,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
518,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
519,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
520,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
521,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
522,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
523,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
524,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
525,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
526,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
527,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
528,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13.5,1,TRUE,TRUE,TRUE,TRUE
529,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
530,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
531,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
532,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
533,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
534,2022,Tashkent city,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
535,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
536,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
537,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
538,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
539,2022,Tashkent city,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
540,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
541,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
542,2022,Tashkent city,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
543,2022,Tashkent region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
544,2022,Tashkent region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
545,2022,Tashkent region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
546,2022,Tashkent region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
547,2022,Tashkent region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
548,2022,Tashkent region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
549,2022,Tashkent region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
550,2022,Tashkent region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
551,2022,Tashkent region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
552,2022,Tashkent region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
553,2022,Tashkent region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
554,2022,Tashkent region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
555,2022,Tashkent region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
556,2022,Tashkent region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
557,2022,Tashkent region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
558,2022,Tashkent region,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
559,2022,Tashkent region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
560,2022,Tashkent region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
561,2022,Tashkent region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
562,2022,Tashkent region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
563,2022,Tashkent region,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
564,2022,Tashkent region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
565,2022,Tashkent region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
566,2022,Tashkent region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
567,2022,Tashkent region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
568,2022,Tashkent region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
569,2022,Tashkent region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
570,2022,Tashkent region,0,TRUE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
571,2022,Tashkent region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
572,2022,Tashkent region,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,1,TRUE,TRUE,TRUE,TRUE
573,2022,Tashkent region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
574,2022,Tashkent region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
575,2022,Tashkent region,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
576,2022,Tashkent region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
577,2022,Tashkent region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
578,2022,Tashkent region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
579,2022,Tashkent region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
580,2022,Tashkent region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
581,2022,Tashkent region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
582,2022,Tashkent region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
583,2022,Tashkent region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
584,2022,Tashkent region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12.5,1,TRUE,TRUE,TRUE,TRUE
585,2022,Tashkent region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
586,2022,Tashkent region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13.5,1,TRUE,TRUE,TRUE,TRUE
587,2022,Tashkent region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,12.5,1,FALSE,FALSE,FALSE,FALSE
588,2022,Tashkent region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
589,2022,Tashkent region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,1,TRUE,TRUE,TRUE,TRUE
590,2022,Tashkent region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
591,2022,Tashkent region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
592,2022,Tashkent region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
593,2022,Tashkent region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
594,2022,Tashkent region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
595,2022,Tashkent region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
596,2022,Tashkent region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
597,2022,Tashkent region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
598,2022,Tashkent region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,TRUE,TRUE,TRUE,TRUE
599,2022,Tashkent region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,1,TRUE,TRUE,TRUE,TRUE
600,2022,Tashkent region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE
601,2022,Tashkent region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,9,1,FALSE,FALSE,FALSE,FALSE
602,2022,Tashkent region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,1,TRUE,TRUE,TRUE,TRUE
603,2022,Tashkent region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
